Date,Amount,Purchase,Category,Link,MuckRock Link
2015-10-02,9711.84,dell computers,routine,18271.pdf,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18260-18277-25997/
2015-10-02,8916.63,48tb hard drive for homan square security system,routine,18272.pdf,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18260-18277-25997/
2015-10-02,5577.85,phones,phones,18270.pdf,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18260-18277-25997/
2015-10-05,10819.38,redxdefense training,unknown,18277.pdf,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18260-18277-25997/
2015-10-08,9491.03,car repair,routine,18280.pdf,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18280-18318-25998/
2015-10-13,16579.55,team cameras from b&h video,unknown,18290.pdf,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18280-18318-25998/
2015-10-13,6081.00,lexis nexis,routine,18295.pdf,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18280-18318-25998/
2015-10-20,728355.00,motorola radios,routine,18315.pdf,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18280-18318-25998/
2015-10-20,12975.53,worldwide technologies invoice,unknown,18314.pdf,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18280-18318-25998/
2015-10-20,8548.00,dell computers,routine,18316.pdf,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18280-18318-25998/
2015-10-20,8500.00,lexis nexis,routine,18308.pdf,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18280-18318-25998/
2015-10-21,23600.00,research electronics,unknown,18320.pdf,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18280-18318-25998/
2015-10-21,15348.21,penlink,surveillance,18318.pdf,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18280-18318-25998/
2015-11-02,112194.91,enterprise,car rental,18332.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-cpd-18388-18424-25624/
2015-11-02,21809.00,phones,phones,18334.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-cpd-18388-18424-25624/
2015-11-02,18225.96,dell computers,routine,18337.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-cpd-18388-18424-25624/
2015-11-02,15750.96,phones,phones,18333.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-cpd-18388-18424-25624/
2015-11-02,14453.52,dell computers,routine,18340.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-cpd-18388-18424-25624/
2015-11-02,7947.67,car repair,routine,18331.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-cpd-18388-18424-25624/
2015-11-02,5385.00,hdmi video retrieval kits,routine,18336.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-cpd-18388-18424-25624/
2015-11-02,12837.51,dell computers,routine,18339.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-cpd-18388-18424-25624/
2015-11-02,8436.02,dell computers,routine,18342.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-cpd-18388-18424-25624/
2015-11-02,8436.02,dell computers,routine,18343.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-cpd-18388-18424-25624/
2015-11-02,8812.08,dell computers,routine,18344.pdf,Personal e-mail
2015-11-02,7647.90,dell computers,routine,18345.pdf,Personal e-mail
2015-11-12,6325.00,phones,phones,18357.pdf,Personal e-mail
2015-11-13,18561.35,davis sign company,unknown,18361.pdf,Personal e-mail
2015-11-16,5224.00,lexis nexis,routine,18362.pdf,Personal e-mail
2015-11-17,8500.00,lexis nexis,routine,18369.pdf,Personal e-mail
2015-12-02,110729.84,enterprise,car rental,18374.pdf,Personal e-mail
2015-12-01,68159.50,penlink,surveillance,18382.pdf,Personal e-mail
2015-12-04,15349.99,phones,phones,18383.pdf,Personal e-mail
2015-12-04,131783.84,meridian it,unknown,18384.pdf,Personal e-mail
2015-12-08,20683.23,phones,phones,18388.pdf,No data
2015-12-10,5355.00,lexis nexis,routine,18389.pdf,No data
2015-12-10,35192.64,dell computers,routine,18393.pdf,No data
2015-12-10,35192.64,dell computers,routine,18394.pdf,No data
2015-12-10,11250.00,dell computers,routine,18395.pdf,No data
2015-12-10,11567.70,dell computers,routine,18396.pdf,No data
2015-12-21,8500.00,lexis nexis,routine,18403.pdf,No data
2015-12-21,9894.00,motorola apex 6000 portable radios,routine,18406.pdf,No data
2015-12-30,12978.45,car repair,routine,18422.pdf,No data
2015-12-30,15459.07,phones,phones,18424.pdf,No data
2015-12-30,3205416.21,"all expenses below $5,000",not analyzed,No data,No data
